survived,pclass,sex,age,sibsp,parch,fare,embarked,embark_town,deck,family_size,is_alone,sex_binary
0,3,male,32.0,0,0,8.3625,S,Southampton,Unknown,1,1,1
0,3,male,24.0,0,0,9.5,S,Southampton,Unknown,1,1,1
0,3,male,48.0,0,0,7.8542,S,Southampton,Unknown,1,1,1
0,2,female,57.0,0,0,10.5,S,Southampton,E,1,1,0
0,3,male,28.0,0,0,7.225,C,Cherbourg,Unknown,1,1,1
1,2,female,54.0,1,3,23.0,S,Southampton,Unknown,5,0,0
0,3,male,18.0,0,0,7.75,S,Southampton,Unknown,1,1,1
0,3,male,28.0,0,0,7.75,Q,Queenstown,F,1,1,1
1,3,female,5.0,0,0,12.475,S,Southampton,Unknown,1,1,0
0,3,male,28.0,0,0,7.7375,Q,Queenstown,Unknown,1,1,1
1,1,female,43.0,0,1,211.3375,S,Southampton,B,2,0,0
1,3,female,13.0,0,0,7.2292,C,Cherbourg,Unknown,1,1,0
1,1,female,17.0,1,0,57.0,S,Southampton,B,2,0,0
0,1,male,29.0,0,0,30.0,S,Southampton,D,1,1,1
0,3,male,28.0,1,2,23.45,S,Southampton,Unknown,4,0,1
0,3,male,25.0,0,0,7.05,S,Southampton,Unknown,1,1,1
0,3,male,25.0,0,0,7.25,S,Southampton,Unknown,1,1,1
1,3,female,18.0,0,0,7.4958,S,Southampton,Unknown,1,1,0
0,3,male,8.0,4,1,29.125,Q,Queenstown,Unknown,6,0,1
1,3,male,1.0,1,2,20.575,S,Southampton,Unknown,4,0,1
0,1,male,46.0,0,0,79.2,C,Cherbourg,B,1,1,1
0,3,male,28.0,0,0,7.75,Q,Queenstown,Unknown,1,1,1
0,2,male,16.0,0,0,26.0,S,Southampton,Unknown,1,1,1
0,3,female,28.0,8,2,69.55,S,Southampton,Unknown,11,0,0
0,1,male,28.0,0,0,30.6958,C,Cherbourg,Unknown,1,1,1
0,3,male,25.0,0,0,7.8958,S,Southampton,Unknown,1,1,1
0,2,male,39.0,0,0,13.0,S,Southampton,Unknown,1,1,1
1,1,female,49.0,0,0,25.9292,S,Southampton,D,1,1,0
1,3,female,31.0,0,0,8.6833,S,Southampton,Unknown,1,1,0
0,3,male,30.0,0,0,7.2292,C,Cherbourg,Unknown,1,1,1
0,3,female,30.0,1,1,24.15,S,Southampton,Unknown,3,0,0
0,2,male,34.0,0,0,13.0,S,Southampton,Unknown,1,1,1
1,2,female,31.0,1,1,26.25,S,Southampton,Unknown,3,0,0
1,1,male,11.0,1,2,120.0,S,Southampton,B,4,0,1
1,3,male,0.42,0,1,8.5167,C,Cherbourg,Unknown,2,0,1
1,3,male,27.0,0,0,6.975,S,Southampton,Unknown,1,1,1
0,3,male,31.0,0,0,7.775,S,Southampton,Unknown,1,1,1
0,1,male,39.0,0,0,0.0,S,Southampton,A,1,1,1
0,3,female,18.0,0,0,7.775,S,Southampton,Unknown,1,1,0
0,2,male,39.0,0,0,13.0,S,Southampton,Unknown,1,1,1
1,1,female,33.0,1,0,53.1,S,Southampton,E,2,0,0
0,3,male,26.0,0,0,7.8875,S,Southampton,Unknown,1,1,1
0,3,male,39.0,0,0,24.15,S,Southampton,Unknown,1,1,1
0,2,male,35.0,0,0,10.5,S,Southampton,Unknown,1,1,1
0,3,female,6.0,4,2,31.275,S,Southampton,Unknown,7,0,0
0,3,male,30.5,0,0,8.05,S,Southampton,Unknown,1,1,1
0,1,male,28.0,0,0,0.0,S,Southampton,B,1,1,1
0,3,female,23.0,0,0,7.925,S,Southampton,Unknown,1,1,0
0,2,male,31.0,1,1,37.0042,C,Cherbourg,Unknown,3,0,1
0,3,male,43.0,0,0,6.45,S,Southampton,Unknown,1,1,1
0,3,male,10.0,3,2,27.9,S,Southampton,Unknown,6,0,1
1,1,female,52.0,1,1,93.5,S,Southampton,B,3,0,0
1,3,male,27.0,0,0,8.6625,S,Southampton,Unknown,1,1,1
0,1,male,38.0,0,0,0.0,S,Southampton,Unknown,1,1,1
1,3,female,27.0,0,1,12.475,S,Southampton,E,2,0,0
0,3,male,2.0,4,1,39.6875,S,Southampton,Unknown,6,0,1
0,3,male,28.0,0,0,6.95,Q,Queenstown,Unknown,1,1,1
0,3,male,28.0,0,0,56.4958,S,Southampton,Unknown,1,1,1
1,2,male,1.0,0,2,37.0042,C,Cherbourg,Unknown,3,0,1
1,3,male,28.0,0,0,7.75,Q,Queenstown,Unknown,1,1,1
1,1,female,62.0,0,0,80.0,S,Southampton,B,1,1,0
1,3,female,15.0,1,0,14.4542,C,Cherbourg,Unknown,2,0,0
1,2,male,0.83,1,1,18.75,S,Southampton,Unknown,3,0,1
0,3,male,28.0,0,0,7.2292,C,Cherbourg,Unknown,1,1,1
0,3,male,23.0,0,0,7.8542,S,Southampton,Unknown,1,1,1
0,3,male,18.0,0,0,8.3,S,Southampton,Unknown,1,1,1
1,1,female,39.0,1,1,83.1583,C,Cherbourg,E,3,0,0
0,3,male,21.0,0,0,8.6625,S,Southampton,Unknown,1,1,1
0,3,male,28.0,0,0,8.05,S,Southampton,Unknown,1,1,1
1,3,male,32.0,0,0,56.4958,S,Southampton,Unknown,1,1,1
1,1,male,28.0,0,0,29.7,C,Cherbourg,C,1,1,1
0,3,male,20.0,0,0,7.925,S,Southampton,Unknown,1,1,1
0,2,male,16.0,0,0,10.5,S,Southampton,Unknown,1,1,1
1,1,female,30.0,0,0,31.0,C,Cherbourg,Unknown,1,1,0
0,3,male,34.5,0,0,6.4375,C,Cherbourg,Unknown,1,1,1
0,3,male,17.0,0,0,8.6625,S,Southampton,Unknown,1,1,1
0,3,male,42.0,0,0,7.55,S,Southampton,Unknown,1,1,1
0,3,male,28.0,8,2,69.55,S,Southampton,Unknown,11,0,1
0,3,male,35.0,0,0,7.8958,C,Cherbourg,Unknown,1,1,1
0,2,male,28.0,0,1,33.0,S,Southampton,Unknown,2,0,1
1,1,female,28.0,1,0,89.1042,C,Cherbourg,C,2,0,0
0,3,male,4.0,4,2,31.275,S,Southampton,Unknown,7,0,1
0,3,male,74.0,0,0,7.775,S,Southampton,Unknown,1,1,1
0,3,female,9.0,1,1,15.2458,C,Cherbourg,Unknown,3,0,0
1,1,female,16.0,0,1,39.4,S,Southampton,D,2,0,0
0,2,female,44.0,1,0,26.0,S,Southampton,Unknown,2,0,0
1,3,female,18.0,0,1,9.35,S,Southampton,Unknown,2,0,0
1,1,female,45.0,1,1,164.8667,S,Southampton,Unknown,3,0,0
1,1,male,51.0,0,0,26.55,S,Southampton,E,1,1,1
1,3,female,24.0,0,3,19.2583,C,Cherbourg,Unknown,4,0,0
0,3,male,28.0,0,0,7.2292,C,Cherbourg,Unknown,1,1,1
0,3,male,41.0,2,0,14.1083,S,Southampton,Unknown,3,0,1
0,2,male,21.0,1,0,11.5,S,Southampton,Unknown,2,0,1
1,1,female,48.0,0,0,25.9292,S,Southampton,D,1,1,0
0,3,female,28.0,8,2,69.55,S,Southampton,Unknown,11,0,0
0,2,male,24.0,0,0,13.0,S,Southampton,Unknown,1,1,1
1,2,female,42.0,0,0,13.0,S,Southampton,Unknown,1,1,0
1,2,female,27.0,1,0,13.8583,C,Cherbourg,Unknown,2,0,0
0,1,male,31.0,0,0,50.4958,S,Southampton,A,1,1,1
0,3,male,28.0,0,0,9.5,S,Southampton,Unknown,1,1,1
1,3,male,4.0,1,1,11.1333,S,Southampton,Unknown,3,0,1
0,3,male,26.0,0,0,7.8958,S,Southampton,Unknown,1,1,1
1,1,female,47.0,1,1,52.5542,S,Southampton,D,3,0,0
0,1,male,33.0,0,0,5.0,S,Southampton,B,1,1,1
0,3,male,47.0,0,0,9.0,S,Southampton,Unknown,1,1,1
1,2,female,28.0,1,0,24.0,C,Cherbourg,Unknown,2,0,0
1,3,female,15.0,0,0,7.225,C,Cherbourg,Unknown,1,1,0
0,3,male,20.0,0,0,9.8458,S,Southampton,Unknown,1,1,1
0,3,male,19.0,0,0,7.8958,S,Southampton,Unknown,1,1,1
0,3,male,28.0,0,0,7.8958,S,Southampton,Unknown,1,1,1
1,1,female,56.0,0,1,83.1583,C,Cherbourg,C,2,0,0
1,2,female,25.0,0,1,26.0,S,Southampton,Unknown,2,0,0
0,3,male,33.0,0,0,7.8958,S,Southampton,Unknown,1,1,1
0,3,female,22.0,0,0,10.5167,S,Southampton,Unknown,1,1,0
0,2,male,28.0,0,0,10.5,S,Southampton,Unknown,1,1,1
0,3,male,25.0,0,0,7.05,S,Southampton,Unknown,1,1,1
0,3,female,39.0,0,5,29.125,Q,Queenstown,Unknown,6,0,0
0,2,male,27.0,0,0,13.0,S,Southampton,Unknown,1,1,1
1,1,female,19.0,0,0,30.0,S,Southampton,B,1,1,0
0,3,female,28.0,1,2,23.45,S,Southampton,Unknown,4,0,0
1,1,male,26.0,0,0,30.0,C,Cherbourg,C,1,1,1
0,3,male,32.0,0,0,7.75,Q,Queenstown,Unknown,1,1,1
